node_ins_recall	node_ins_precision	node_del_recall	node_del_precision	edge_ins_recall	edge_ins_precision	edge_del_recall	edge_del_precision
0.34	1	1	0.0386	1	1	1	1
0.3	1	1	0.0377	1	1	1	1
0.11	1	1	0.037	1	1	1	1
0.38	1	1	0.0331	1	1	1	1
0.24	1	1	0.0411	1	1	1	1
