"","ins_rcl","ins_prec","del_rcl","del_prec","eins_rcl","eins_prec","edel_rcl","edel_prec"
"1",-0.011386,0,0,0.0168980000000001,-0.065042,-0.135229,0,0.80198
"2",-0.032353,0,0,-0.0102449999999999,0.014773,0.03,0,1
"3",-0.033495,0,0,0.00723300000000004,0.00948499999999997,0.03,0,1
"4",-0.02156,0,0,0.027385,0.00174699999999994,-0.124238,0,0.844037
"5",0.010377,0,0,-0.022814,0.00934199999999996,0.03,0,1
